%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1718110568534110717,0.0,0.0,0.0,0.0,0.0,0.0
1718110568584811566,0.0,0.0,0.0,0.0,0.0,0.0
1718110568637709921,0.0,0.0,0.0,0.0,0.0,0.0
1718110568686918177,0.0,0.0,0.0,0.0,0.0,0.0
1718110568737421092,0.0,0.0,0.0,0.0,0.0,0.0
1718110568784930153,0.0,0.0,0.0,0.0,0.0,0.0
1718110568835614675,0.0,0.0,0.0,0.0,0.0,0.0
1718110568883451700,0.0,0.0,0.0,0.0,0.0,0.0
1718110568937934554,0.0,0.0,0.0,0.0,0.0,0.0
1718110568982993915,0.0,0.0,0.0,0.0,0.0,0.0
1718110569035214906,0.0,0.0,0.0,0.0,0.0,0.0
1718110569086545349,0.0,0.0,0.0,0.0,0.0,0.0
1718110569136577198,0.0,0.0,0.0,0.0,0.0,0.0
1718110569185407127,0.0,0.0,0.0,0.0,0.0,0.0
1718110569236210975,0.0,0.0,0.0,0.0,0.0,0.0
1718110569283703887,0.0,0.0,0.0,0.0,0.0,0.0
1718110569334143649,0.0,0.0,0.0,0.0,0.0,0.0
1718110569387146251,0.0,0.0,0.0,0.0,0.0,0.0
1718110569436953257,0.0,0.0,0.0,0.0,0.0,0.0
1718110569487452643,0.0,0.0,0.0,0.0,0.0,0.0
1718110569538269731,0.0,0.0,0.0,0.0,0.0,0.0
1718110569586009200,0.0,0.0,0.0,0.0,0.0,0.0
1718110569635485354,0.0,0.0,0.0,0.0,0.0,0.0
1718110569686161283,0.0,0.0,0.0,0.0,0.0,0.0
1718110569735834067,0.0,0.0,0.0,0.0,0.0,0.0
1718110569788277337,0.0,0.0,0.0,0.0,0.0,0.0
1718110569836818407,0.0,0.0,0.0,0.0,0.0,0.0
1718110569886073497,0.0,0.0,0.0,0.0,0.0,0.0
1718110569936111660,0.0,0.0,0.0,0.0,0.0,0.0
1718110569987218878,0.0,0.0,0.0,0.0,0.0,0.0
1718110570047279516,0.0,0.0,0.0,0.0,0.0,0.0
1718110570084175781,0.0,0.0,0.0,0.0,0.0,0.0
1718110570136757740,0.0,0.0,0.0,0.0,0.0,0.0
1718110570186712108,0.0,0.0,0.0,0.0,0.0,0.0
1718110570236110517,0.0,0.0,0.0,0.0,0.0,0.0
1718110570287121312,0.0,0.0,0.0,0.0,0.0,0.0
1718110570336548231,0.0,0.0,0.0,0.0,0.0,0.0
1718110570386056341,0.0,0.0,0.0,0.0,0.0,0.0
1718110570436463329,0.0,0.0,0.0,0.0,0.0,0.0
1718110570487363413,0.0,0.0,0.0,0.0,0.0,0.0
1718110570533427256,0.0,0.0,0.0,0.0,0.0,0.0
1718110570584252263,0.0,0.0,0.0,0.0,0.0,0.0
1718110570636819708,0.0,0.0,0.0,0.0,0.0,0.0
1718110570683614206,0.0,0.0,0.0,0.0,0.0,0.0
1718110570736255524,0.0,0.0,0.0,0.0,0.0,0.0
1718110570783141782,0.0,0.0,0.0,0.0,0.0,0.0
1718110570838495780,0.0,0.0,0.0,0.0,0.0,0.0
1718110570886708052,0.0,0.0,0.0,0.0,0.0,0.0
1718110570936843329,0.0,0.0,0.0,0.0,0.0,0.0
1718110570987836814,0.0,0.0,0.0,0.0,0.0,0.0
1718110571033667134,0.0,0.0,0.0,0.0,0.0,0.0
1718110571087502677,0.0,0.0,0.0,0.0,0.0,0.0
1718110571133829915,0.0,0.0,0.0,0.0,0.0,0.0
1718110571186388059,0.0,0.0,0.0,0.0,0.0,0.0
1718110571236197579,0.0,0.0,0.0,0.0,0.0,0.0
1718110571284862448,0.0,0.0,0.0,0.0,0.0,0.0
1718110571335926204,0.0,0.0,0.0,0.0,0.0,0.0
1718110571387612665,0.0,0.0,0.0,0.0,0.0,0.0
1718110571434350349,0.0,0.0,0.0,0.0,0.0,0.0
1718110571491327467,0.0,0.0,0.0,0.0,0.0,0.0
1718110571535324767,0.0,0.0,0.0,0.0,0.0,0.0
1718110571587103569,0.0,0.0,0.0,0.0,0.0,0.0
1718110571634256436,0.0,0.0,0.0,0.0,0.0,0.0
1718110571687741784,0.0,0.0,0.0,0.0,0.0,0.0
1718110571732860425,0.0,0.0,0.0,0.0,0.0,0.0
1718110571786917900,0.0,0.0,0.0,0.0,0.0,0.0
1718110571837546829,0.0,0.0,0.0,0.0,0.0,0.0
1718110571887519032,0.0,0.0,0.0,0.0,0.0,0.0
1718110571936669351,0.0,0.0,0.0,0.0,0.0,0.0
1718110571986926238,0.0,0.0,0.0,0.0,0.0,0.0
1718110572036277176,0.0,0.0,0.0,0.0,0.0,0.0
1718110572086510744,0.0,0.0,0.0,0.0,0.0,0.0
1718110572138883847,0.0,0.0,0.0,0.0,0.0,0.0
1718110572184833693,0.0,0.0,0.0,0.0,0.0,0.0
1718110572233913634,0.0,0.0,0.0,0.0,0.0,0.0
1718110572285910259,0.0,0.0,0.0,0.0,0.0,0.0
1718110572335658094,0.0,0.0,0.0,0.0,0.0,0.0
1718110572386089499,0.0,0.0,0.0,0.0,0.0,0.0
1718110572437844011,0.0,0.0,0.0,0.0,0.0,0.0
1718110572484297069,0.0,0.0,0.0,0.0,0.0,0.0
1718110572533698171,0.0,0.0,0.0,0.0,0.0,0.0
1718110572588204071,0.0,0.0,0.0,0.0,0.0,0.0
1718110572632624345,0.0,0.0,0.0,0.0,0.0,0.0
1718110572691175216,0.0,0.0,0.0,0.0,0.0,0.0
1718110572733753403,0.0,0.0,0.0,0.0,0.0,0.0
1718110572787592447,0.0,0.0,0.0,0.0,0.0,0.0
1718110572836099803,0.0,0.0,0.0,0.0,0.0,0.0
1718110572883518991,0.0,0.0,0.0,0.0,0.0,0.0
1718110572938097587,0.0,0.0,0.0,0.0,0.0,0.0
1718110572984245718,0.0,0.0,0.0,0.0,0.0,0.0
1718110573036879793,0.0,0.0,0.0,0.0,0.0,0.0
1718110573085298684,0.0,0.0,0.0,0.0,0.0,0.0
1718110573135525401,0.0,0.0,0.0,0.0,0.0,0.0
1718110573186038151,0.0,0.0,0.0,0.0,0.0,0.0
1718110573235975740,0.0,0.0,0.0,0.0,0.0,0.0
1718110573283231231,0.0,0.0,0.0,0.0,0.0,0.0
1718110573338907152,1.28,0.0,0.0,0.0,0.0,-0.003125
1718110573383550688,1.28,0.0,0.0,0.0,0.0,-0.003125
1718110573437171906,1.28,0.0,0.0,0.0,0.0,0.0
1718110573487146003,1.28,0.0,0.0,0.0,0.0,0.003125
1718110573533294014,1.28,0.0,0.0,0.0,0.0,-0.00625
1718110573587794695,1.28,0.0,0.0,0.0,0.0,-0.00625
1718110573635864095,1.28,0.0,0.0,0.0,0.0,-0.00625
1718110573686849445,1.28,0.0,0.0,0.0,0.0,-0.00625
1718110573736674614,1.28,0.0,0.0,0.0,0.0,-0.00625
1718110573782856283,1.28,0.0,0.0,0.0,0.0,-0.003125
1718110573837822341,1.28,0.0,0.0,0.0,0.0,-0.003125
1718110573885295578,1.28,0.0,0.0,0.0,0.0,-0.003125
1718110573936923660,1.28,0.0,0.0,0.0,0.0,0.0
1718110573987142760,1.28,0.0,0.0,0.0,0.0,0.0
1718110574032731885,1.28,0.0,0.0,0.0,0.0,0.0
1718110574087852665,1.28,0.0,0.0,0.0,0.0,0.0
1718110574133471221,1.28,0.0,0.0,0.0,0.0,0.00625
1718110574184428923,1.28,0.0,0.0,0.0,0.0,0.00625
1718110574234282918,1.28,0.0,0.0,0.0,0.0,0.00625
1718110574286047701,1.28,0.0,0.0,0.0,0.0,0.0
1718110574335461342,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574385816850,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574432641318,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574485369013,1.28,0.0,0.0,0.0,0.0,0.0
1718110574536307786,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574585947154,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574636512304,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574684915556,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574736822812,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574786107309,1.28,0.0,0.0,0.0,0.0,0.003125
1718110574835232912,1.28,0.0,0.0,0.0,0.0,0.00625
1718110574885230072,1.28,0.0,0.0,0.0,0.0,0.053125
1718110574936947700,1.28,0.0,0.0,0.0,0.0,0.05
1718110574984838905,1.28,0.0,0.0,0.0,0.0,0.046875
1718110575047018328,1.28,0.0,0.0,0.0,0.0,0.04375
1718110575083457246,1.28,0.0,0.0,0.0,0.0,0.04375
1718110575133103170,1.28,0.0,0.0,0.0,0.0,0.0375
1718110575185698704,1.28,0.0,0.0,0.0,0.0,0.0375
1718110575235673304,1.28,0.0,0.0,0.0,0.0,0.03125
1718110575282769017,1.28,0.0,0.0,0.0,0.0,0.03125
1718110575335999375,1.28,0.0,0.0,0.0,0.0,0.025
1718110575385874072,1.28,0.0,0.0,0.0,0.0,0.028125
1718110575435974719,1.28,0.0,0.0,0.0,0.0,0.025
1718110575485400241,1.28,0.0,0.0,0.0,0.0,0.025
1718110575536898282,1.28,0.0,0.0,0.0,0.0,0.028125
1718110575586047843,1.28,0.0,0.0,0.0,0.0,0.025
1718110575636809856,1.28,0.0,0.0,0.0,0.0,0.028125
1718110575686110776,1.28,0.0,0.0,0.0,0.0,0.025
1718110575735727345,1.28,0.0,0.0,0.0,0.0,0.028125
1718110575786377394,1.28,0.0,0.0,0.0,0.0,0.025
1718110575836203734,1.28,0.0,0.0,0.0,0.0,0.03125
1718110575887329343,1.28,0.0,0.0,0.0,0.0,0.028125
1718110575936143823,1.28,0.0,0.0,0.0,0.0,0.034375
1718110575987957487,1.28,0.0,0.0,0.0,0.0,0.034375
1718110576035716298,1.28,0.0,0.0,0.0,0.0,0.0375
1718110576084041835,1.28,0.0,0.0,0.0,0.0,0.0875
1718110576134303396,1.28,0.0,0.0,0.0,0.0,0.08125
1718110576187724863,1.28,0.0,0.0,0.0,0.0,0.075
1718110576236790928,1.28,0.0,0.0,0.0,0.0,0.071875
1718110576285598033,1.28,0.0,0.0,0.0,0.0,0.065625
1718110576336942391,1.28,0.0,0.0,0.0,0.0,0.0625
1718110576386501288,1.28,0.0,0.0,0.0,0.0,0.059375
1718110576436479160,1.28,0.0,0.0,0.0,0.0,0.05625
1718110576487504520,1.28,0.0,0.0,0.0,0.0,0.059375
1718110576536789879,1.28,0.0,0.0,0.0,0.0,0.14375
1718110576586784087,1.28,0.0,0.0,0.0,0.0,0.134375
1718110576636527699,1.28,0.0,0.0,0.0,0.0,0.125
1718110576686849141,1.28,0.0,0.0,0.0,0.0,0.11875
1718110576736847758,1.28,0.0,0.0,0.0,0.0,0.1125
1718110576786488796,1.28,0.0,0.0,0.0,0.0,0.103125
1718110576836617123,1.28,0.0,0.0,0.0,0.0,0.096875
1718110576886249679,1.28,0.0,0.0,0.0,0.0,0.090625
1718110576936318388,1.28,0.0,0.0,0.0,0.0,0.0875
1718110576985814719,1.28,0.0,0.0,0.0,0.0,0.084375
1718110577038674546,1.28,0.0,0.0,0.0,0.0,0.359375
1718110577087091587,1.28,0.0,0.0,0.0,0.0,0.365625
1718110577140200105,1.28,0.0,0.0,0.0,0.0,0.3125
1718110577190448200,1.28,0.0,0.0,0.0,0.0,0.290625
1718110577239152803,1.28,0.0,0.0,0.0,0.0,0.29375
1718110577283967029,1.28,0.0,0.0,0.0,0.0,0.24375
1718110577339817725,1.28,0.0,0.0,0.0,0.0,0.221875
1718110577386305752,1.28,0.0,0.0,0.0,0.0,0.234375
1718110577436356535,1.28,0.0,0.0,0.0,0.0,0.1875
1718110577487381256,1.28,0.0,0.0,0.0,0.0,0.175
1718110577536583781,1.28,0.0,0.0,0.0,0.0,0.19375
1718110577586575810,1.28,0.0,0.0,0.0,0.0,0.18125
1718110577636585933,1.28,0.0,0.0,0.0,0.0,0.13125
1718110577686214657,1.28,0.0,0.0,0.0,0.0,0.121875
1718110577736407153,1.28,0.0,0.0,0.0,0.0,0.15
1718110577787482569,1.28,0.0,0.0,0.0,0.0,0.1375
1718110577835325955,1.28,0.0,0.0,0.0,0.0,0.125
1718110577888612114,1.28,0.0,0.0,0.0,0.0,0.11875
1718110577938988411,1.28,0.0,0.0,0.0,0.0,0.109375
1718110577985747266,1.28,0.0,0.0,0.0,0.0,0.1
1718110578036471197,1.28,0.0,0.0,0.0,0.0,0.075
1718110578083587717,1.28,0.0,0.0,0.0,0.0,0.078125
1718110578136877323,1.28,0.0,0.0,0.0,0.0,0.075
1718110578188240396,1.28,0.0,0.0,0.0,0.0,0.071875
1718110578235809420,1.28,0.0,0.0,0.0,0.0,0.075
1718110578287160632,1.28,0.0,0.0,0.0,0.0,0.075
1718110578336493134,1.28,0.0,0.0,0.0,0.0,0.08125
1718110578385351439,1.28,0.0,0.0,0.0,0.0,0.084375
1718110578436115008,1.28,0.0,0.0,0.0,0.0,0.084375
1718110578486152097,1.28,0.0,0.0,0.0,0.0,0.0875
1718110578537291797,1.28,0.0,0.0,0.0,0.0,0.090625
1718110578584023021,1.28,0.0,0.0,0.0,0.0,0.0875
1718110578640466614,1.28,0.0,0.0,0.0,0.0,0.09375
1718110578687499653,1.28,0.0,0.0,0.0,0.0,0.1
1718110578735740691,1.28,0.0,0.0,0.0,0.0,0.1
1718110578786057318,1.28,0.0,0.0,0.0,0.0,0.353125
1718110578836752962,1.28,0.0,0.0,0.0,0.0,0.33125
1718110578888071064,1.28,0.0,0.0,0.0,0.0,0.303125
1718110578934793335,1.28,0.0,0.0,0.0,0.0,0.278125
1718110578984569857,1.28,0.0,0.0,0.0,0.0,0.2625
1718110579034859762,1.28,0.0,0.0,0.0,0.0,0.2375
1718110579086925646,1.28,0.0,0.0,0.0,0.0,0.221875
1718110579139108438,1.28,0.0,0.0,0.0,0.0,0.2
1718110579188030503,1.28,0.0,0.0,0.0,0.0,0.184375
1718110579236327689,1.28,0.0,0.0,0.0,0.0,0.171875
1718110579286493395,1.28,0.0,0.0,0.0,0.0,0.159375
1718110579336741030,1.28,0.0,0.0,0.0,0.0,0.14375
1718110579386918588,1.28,0.0,0.0,0.0,0.0,0.1375
1718110579432901531,1.28,0.0,0.0,0.0,0.0,0.14375
1718110579487351831,1.28,0.0,0.0,0.0,0.0,0.140625
1718110579532957533,1.28,0.0,0.0,0.0,0.0,0.140625
1718110579587190728,1.28,0.0,0.0,0.0,0.0,0.140625
1718110579636435078,1.28,0.0,0.0,0.0,0.0,0.14375
1718110579684181136,1.28,0.0,0.0,0.0,0.0,0.14375
1718110579732954826,1.28,0.0,0.0,0.0,0.0,0.146875
1718110579787533090,1.28,0.0,0.0,0.0,0.0,0.146875
1718110579835581013,1.28,0.0,0.0,0.0,0.0,0.153125
1718110579886458775,1.28,0.0,0.0,0.0,0.0,0.159375
1718110579936273867,1.28,0.0,0.0,0.0,0.0,0.159375
1718110579982771393,1.28,0.0,0.0,0.0,0.0,0.159375
1718110580047110040,1.28,0.0,0.0,0.0,0.0,0.159375
1718110580084309555,1.28,0.0,0.0,0.0,0.0,0.159375
1718110580137325249,1.28,0.0,0.0,0.0,0.0,0.1625
1718110580186348339,1.28,0.0,0.0,0.0,0.0,0.1625
1718110580236191773,1.28,0.0,0.0,0.0,0.0,0.1625
1718110580285507689,1.28,0.0,0.0,0.0,0.0,0.15625
1718110580336869548,1.28,0.0,0.0,0.0,0.0,0.15625
1718110580386637312,1.28,0.0,0.0,0.0,0.0,0.15625
1718110580434247465,1.28,0.0,0.0,0.0,0.0,0.153125
1718110580484868382,1.28,0.0,0.0,0.0,0.0,0.153125
1718110580534660202,1.28,0.0,0.0,0.0,0.0,0.15625
1718110580586483092,1.28,0.0,0.0,0.0,0.0,0.15
1718110580635712698,1.28,0.0,0.0,0.0,0.0,0.15
1718110580686547738,1.28,0.0,0.0,0.0,0.0,0.15
1718110580733023884,1.28,0.0,0.0,0.0,0.0,0.15
1718110580786754252,1.28,0.0,0.0,0.0,0.0,0.146875
1718110580837310533,1.28,0.0,0.0,0.0,0.0,0.146875
1718110580887065610,1.28,0.0,0.0,0.0,0.0,0.140625
1718110580934727419,1.28,0.0,0.0,0.0,0.0,0.14375
1718110580983760134,1.28,0.0,0.0,0.0,0.0,0.146875
1718110581037694533,1.28,0.0,0.0,0.0,0.0,0.140625
1718110581085236335,1.28,0.0,0.0,0.0,0.0,0.146875
1718110581136556142,1.28,0.0,0.0,0.0,0.0,0.146875
1718110581185751633,1.28,0.0,0.0,0.0,0.0,0.465625
1718110581238643953,1.28,0.0,0.0,0.0,0.0,0.446875
1718110581288079035,1.28,0.0,0.0,0.0,0.0,0.196875
1718110581336181211,1.28,0.0,0.0,0.0,0.0,0.18125
1718110581386122484,1.28,0.0,0.0,0.0,0.0,0.16875
1718110581436901144,1.28,0.0,0.0,0.0,0.0,0.159375
1718110581488162874,1.28,0.0,0.0,0.0,0.0,0.15
1718110581535901129,1.28,0.0,0.0,0.0,0.0,0.440625
1718110581586208190,1.28,0.0,0.0,0.0,0.0,0.359375
1718110581639815021,1.28,0.0,0.0,0.0,0.0,0.3375
1718110581687184972,1.28,0.0,0.0,0.0,0.0,0.36875
1718110581740828059,1.28,0.0,0.0,0.0,0.0,0.346875
1718110581788807242,1.28,0.0,0.0,0.0,0.0,0.271875
1718110581835031098,1.28,0.0,0.0,0.0,0.0,0.253125
1718110581884402458,1.28,0.0,0.0,0.0,0.0,0.234375
1718110581934556527,1.28,0.0,0.0,0.0,0.0,0.265625
1718110581986837606,1.28,0.0,0.0,0.0,0.0,0.196875
1718110582035916356,1.28,0.0,0.0,0.0,0.0,0.18125
1718110582083915305,1.28,0.0,0.0,0.0,0.0,0.16875
1718110582135309107,1.28,0.0,0.0,0.0,0.0,0.15625
1718110582183201225,1.28,0.0,0.0,0.0,0.0,0.203125
1718110582236589035,1.28,0.0,0.0,0.0,0.0,0.159375
1718110582286052987,1.28,0.0,0.0,0.0,0.0,0.15
1718110582336642029,1.28,0.0,0.0,0.0,0.0,0.15
1718110582386868453,1.28,0.0,0.0,0.0,0.0,0.20625
1718110582432894257,1.28,0.0,0.0,0.0,0.0,0.196875
1718110582486544548,1.28,0.0,0.0,0.0,0.0,0.196875
1718110582535767515,1.28,0.0,0.0,0.0,0.0,0.1375
1718110582586753709,1.28,0.0,0.0,0.0,0.0,0.184375
1718110582635886924,1.28,0.0,0.0,0.0,0.0,0.184375
1718110582685944819,1.28,0.0,0.0,0.0,0.0,0.175
1718110582736767546,1.28,0.0,0.0,0.0,0.0,0.16875
1718110582786649484,1.28,0.0,0.0,0.0,0.0,0.1625
1718110582836819390,1.28,0.0,0.0,0.0,0.0,0.15625
1718110582888322387,1.28,0.0,0.0,0.0,0.0,0.146875
1718110582936382809,1.28,0.0,0.0,0.0,0.0,0.14375
1718110582988190468,1.28,0.0,0.0,0.0,0.0,0.1375
1718110583036218396,1.28,0.0,0.0,0.0,0.0,0.1375
1718110583086106750,1.28,0.0,0.0,0.0,0.0,0.13125
1718110583135461975,1.28,0.0,0.0,0.0,0.0,0.128125
1718110583187704271,1.28,0.0,0.0,0.0,0.0,0.125
1718110583232699791,1.28,0.0,0.0,0.0,0.0,0.121875
1718110583288628063,1.28,0.0,0.0,0.0,0.0,0.125
1718110583335473770,1.28,0.0,0.0,0.0,0.0,0.125
1718110583387077474,1.28,0.0,0.0,0.0,0.0,0.11875
1718110583437001170,1.28,0.0,0.0,0.0,0.0,0.115625
1718110583486333317,1.28,0.0,0.0,0.0,0.0,0.109375
1718110583534257435,1.28,0.0,0.0,0.0,0.0,0.1125
1718110583586812652,1.28,0.0,0.0,0.0,0.0,0.1125
1718110583634278999,1.28,0.0,0.0,0.0,0.0,0.109375
1718110583687463282,1.28,0.0,0.0,0.0,0.0,0.1125
1718110583734573376,1.28,0.0,0.0,0.0,0.0,0.109375
1718110583786561601,1.28,0.0,0.0,0.0,0.0,0.10625
1718110583836932879,1.28,0.0,0.0,0.0,0.0,0.1
1718110583884694922,1.28,0.0,0.0,0.0,0.0,0.175
1718110583935817556,1.28,0.0,0.0,0.0,0.0,0.159375
1718110583986172337,1.28,0.0,0.0,0.0,0.0,0.153125
1718110584036224828,1.28,0.0,0.0,0.0,0.0,0.1375
1718110584087462830,1.28,0.0,0.0,0.0,0.0,0.128125
1718110584132697762,1.28,0.0,0.0,0.0,0.0,0.121875
1718110584187611725,1.28,0.0,0.0,0.0,0.0,0.115625
1718110584232646806,1.28,0.0,0.0,0.0,0.0,0.109375
1718110584283992020,1.28,0.0,0.0,0.0,0.0,0.1
1718110584333073872,1.28,0.0,0.0,0.0,0.0,0.09375
1718110584386498121,1.28,0.0,0.0,0.0,0.0,0.0875
1718110584437995664,1.28,0.0,0.0,0.0,0.0,0.084375
1718110584485576526,1.28,0.0,0.0,0.0,0.0,0.084375
1718110584536794117,1.28,0.0,0.0,0.0,0.0,0.08125
1718110584587127381,1.28,0.0,0.0,0.0,0.0,0.075
1718110584635622256,1.28,0.0,0.0,0.0,0.0,0.071875
1718110584685603770,1.28,0.0,0.0,0.0,0.0,0.06875
1718110584735812868,1.28,0.0,0.0,0.0,0.0,0.0625
1718110584786809299,1.28,0.0,0.0,0.0,0.0,0.059375
1718110584835945157,1.28,0.0,0.0,0.0,0.0,0.05625
1718110584887143105,1.28,0.0,0.0,0.0,0.0,0.059375
1718110584933023984,1.28,0.0,0.0,0.0,0.0,0.05625
1718110584984301865,1.28,0.0,0.0,0.0,0.0,0.0625
1718110585051613787,1.28,0.0,0.0,0.0,0.0,0.0625
1718110585083558637,1.28,0.0,0.0,0.0,0.0,0.059375
1718110585135547408,1.28,0.0,0.0,0.0,0.0,0.059375
1718110585186230562,1.28,0.0,0.0,0.0,0.0,0.05625
1718110585233145200,1.28,0.0,0.0,0.0,0.0,0.053125
1718110585287724470,1.28,0.0,0.0,0.0,0.0,0.05625
1718110585336442328,1.28,0.0,0.0,0.0,0.0,0.053125
1718110585386115395,1.28,0.0,0.0,0.0,0.0,0.053125
1718110585435974104,1.28,0.0,0.0,0.0,0.0,0.053125
1718110585483948165,1.28,0.0,0.0,0.0,0.0,0.053125
1718110585533710399,1.28,0.0,0.0,0.0,0.0,0.05
1718110585588076384,1.28,0.0,0.0,0.0,0.0,0.10625
1718110585632828844,1.28,0.0,0.0,0.0,0.0,0.109375
1718110585686921950,1.28,0.0,0.0,0.0,0.0,0.1
1718110585736106544,1.28,0.0,0.0,0.0,0.0,0.090625
1718110585785791510,1.28,0.0,0.0,0.0,0.0,0.078125
1718110585836692641,1.28,0.0,0.0,0.0,0.0,0.08125
1718110585886469413,1.28,0.0,0.0,0.0,0.0,0.075
1718110585935935431,1.28,0.0,0.0,0.0,0.0,0.06875
1718110585986690558,1.28,0.0,0.0,0.0,0.0,0.05625
1718110586036573979,1.28,0.0,0.0,0.0,0.0,0.05
1718110586085226356,1.28,0.0,0.0,0.0,0.0,0.046875
1718110586136002485,1.28,0.0,0.0,0.0,0.0,0.04375
1718110586186908454,1.28,0.0,0.0,0.0,0.0,0.04375
1718110586237108008,1.28,0.0,0.0,0.0,0.0,0.0375
1718110586286333306,1.28,0.0,0.0,0.0,0.0,0.034375
1718110586336768994,1.28,0.0,0.0,0.0,0.0,0.034375
1718110586386701274,1.28,0.0,0.0,0.0,0.0,0.03125
1718110586436301796,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586483145874,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586537848904,1.28,0.0,0.0,0.0,0.0,0.025
1718110586587916521,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586636573388,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586686788072,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586736137318,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586783885681,1.28,0.0,0.0,0.0,0.0,0.028125
1718110586837255111,1.28,0.0,0.0,0.0,0.0,0.025
1718110586887133347,1.28,0.0,0.0,0.0,0.0,0.025
1718110586937018984,1.28,0.0,0.0,0.0,0.0,0.025
1718110586986051667,1.28,0.0,0.0,0.0,0.0,0.028125
1718110587036043851,1.28,0.0,0.0,0.0,0.0,0.025
1718110587087669956,1.28,0.0,0.0,0.0,0.0,0.025
1718110587135081378,1.28,0.0,0.0,0.0,0.0,0.025
